22,69,0
37,42,0
10,68,0
66,93,0
87,41,0
24,42,0
83,57,0
41,59,0
40,55,0
15,63,0
58,35,0
29,86,0
57,56,0
59,12,0
32,88,0
23,46,0
11,78,0
51,51,0
13,60,0
29,87,0
96,67,0
37,11,0
73,45,0
99,40,0
94,34,0
54,70,0
22,39,0
86,54,0
28,75,0
48,82,0
75,60,0
95,65,0
62,51,0
42,79,0
77,57,0
85,16,0
64,91,0
32,62,0
80,36,0
91,68,0
36,32,0
18,64,0
78,70,0
33,60,0
42,44,0
36,10,0
72,70,0
13,62,0
32,35,0
58,46,0
95,67,0
35,33,0
90,42,0
76,67,0
39,10,0
83,25,0
68,10,0
42,15,0
91,55,0
83,27,0
82,61,0
43,68,0
13,65,0
34,85,0
29,16,0
56,27,0
20,21,0
68,43,0
49,75,0
39,42,0
92,49,0
60,44,0
33,23,0
80,64,0
88,46,0
91,25,0
79,72,0
45,15,0
48,71,0
98,76,0
71,39,0
18,92,0
29,98,0
37,56,0
69,80,0
44,78,0
58,64,0
41,81,0
99,65,0
69,29,0
92,21,0
11,45,0
31,60,0
32,31,0
17,30,0
59,36,0
93,48,0
65,63,0
34,11,0
59,24,0
33,25,0
90,88,0
74,37,0
73,28,0
27,88,0
71,85,0
89,16,0
27,58,0
58,83,0
93,13,0
23,34,0
64,74,0
86,12,0
21,77,0
86,88,0
63,50,0
59,33,0
81,15,0
72,88,0
94,60,0
74,48,0
16,97,0
65,77,0
76,27,0
18,26,0
67,44,0
77,46,0
80,25,0
73,90,0
55,49,0
45,12,0
27,75,0
24,60,0
51,82,0
59,51,0
30,74,0
65,11,0
35,29,0
44,25,0
50,99,0
58,43,0
40,97,0
10,59,0
49,67,0
28,63,0
83,89,0
79,29,0
19,61,0
23,91,0
13,64,0
68,11,0
93,55,0
96,24,0
98,50,0
71,83,0
12,29,0
97,17,0
18,53,0
23,87,0
63,51,0
17,33,0
29,24,0
22,19,0
94,71,0
43,19,0
51,95,0
47,37,0
61,53,0
63,48,0
62,56,0
24,73,0
94,95,0
29,31,0
28,25,0
58,95,0
40,87,0
94,51,0
57,77,0
30,75,0
73,59,0
29,96,0
11,65,0
45,45,0
99,95,0
62,53,0
10,91,0
26,73,0
32,75,0
20,28,0
31,33,0
16,84,0
52,48,0
99,20,0
96,64,0
23,46,0
81,60,0
27,87,0
71,71,0
73,99,0
47,93,0
48,39,0
57,48,0
88,82,0
69,82,0
57,67,0
69,21,0
34,24,0
64,28,0
98,53,0
34,66,0
56,56,0
62,86,0
94,21,0
30,96,0
11,68,0
50,47,0
55,64,0
33,90,0
53,30,0
59,29,0
35,14,0
21,51,0
41,32,0
16,13,0
79,37,0
77,97,0
49,12,0
77,91,0
49,43,0
39,96,0
67,85,0
17,35,0
17,22,0
85,78,0
52,41,0
89,43,0
20,40,0
44,94,0
64,47,0
90,82,0
12,98,0
99,45,0
21,75,0
83,30,0
98,78,0
70,55,0
72,44,0
79,24,0
94,96,0
50,13,0
91,60,0
36,19,0
76,82,0
16,44,0
41,66,0
34,72,0
62,43,0
45,55,0
41,36,0
43,99,0
35,30,0
13,25,0
69,37,0
94,87,0
90,86,0
47,92,0
57,34,0
10,78,0
54,77,0
99,40,0
42,16,0
86,87,0
41,69,0
70,44,0
97,69,0
43,68,0
85,91,0
34,91,0
58,82,0
83,68,0
61,29,0
58,68,0
13,41,0
18,60,0
25,77,0
45,80,0
60,14,0
60,27,0
13,83,0
72,37,0
96,31,0
21,57,0
40,86,0
85,86,0
29,42,0
12,24,0
87,85,0
10,74,0
15,67,0
16,38,0
68,99,0
18,69,0
75,56,0
35,24,0
54,30,0
99,68,0
14,50,0
47,38,0
43,42,0
11,46,0
59,39,0
11,50,0
85,50,0
42,11,0
31,49,0
16,14,0
24,52,0
10,76,0
51,74,0
74,84,0
40,67,0
90,49,0
52,65,0
59,49,0
40,99,0
25,25,0
87,50,0
68,71,0
65,23,0
44,97,0
13,97,0
30,81,0
23,65,0
50,27,0
15,81,0
24,30,0
95,23,0
15,48,0
15,11,0
52,98,0
57,23,0
92,70,0
25,74,0
24,95,0
24,99,0
96,24,0
22,12,0
72,96,0
37,81,0
22,65,0
64,96,0
10,66,0
99,61,0
71,13,0
96,60,0
12,23,0
39,40,0
72,71,0
10,96,0
17,53,0
86,86,0
21,31,0
48,39,0
88,73,0
56,82,0
61,99,0
95,37,0
97,40,0
17,11,0
63,56,0
83,44,0
19,87,0
36,56,0
54,74,0
61,99,0
75,21,0
57,89,0
55,24,0
10,62,0
72,91,0
74,21,0
47,10,0
79,56,0
11,26,0
20,83,0
13,87,0
95,39,0
83,54,0
97,80,0
90,52,0
66,76,0
38,61,0
43,15,0
66,49,0
56,54,0
39,92,0
86,87,0
94,87,0
11,21,0
41,45,0
62,93,0
86,28,0
11,15,0
65,36,0
74,54,0
13,21,0
98,22,0
91,27,0
84,76,0
85,52,0
29,67,0
27,28,0
71,80,0
66,69,0
98,90,0
71,56,0
30,19,0
17,39,0
15,41,0
80,42,0
24,43,0
17,75,0
42,52,0
49,28,0
63,38,0
97,77,0
47,65,0
90,39,0
74,88,0
51,72,0
98,61,0
12,55,0
99,46,0
53,82,0
88,75,0
99,28,0
67,56,0
47,73,0
13,52,0
81,15,0
99,39,0
48,26,0
89,26,0
26,16,0
30,92,0
62,40,0
72,84,0
83,15,0
19,25,0
38,47,0
46,78,0
69,17,0
33,26,0
88,29,0
47,62,0
73,53,0
80,27,0
87,64,0
66,93,0
23,34,0
84,94,0
28,79,0
70,61,0
10,99,0
24,25,0
45,26,0
75,40,0
55,40,0
53,87,0
51,99,0
71,51,0
41,93,0
72,20,0
59,53,0
66,11,0
20,61,0
23,90,0
98,13,0
46,96,0
77,85,0
99,43,0
16,73,0
53,49,0
24,84,0
70,75,0
75,49,0
24,95,0
44,96,0
63,35,0
70,31,0
84,95,0
52,91,0
48,98,0
10,73,0
25,49,0
90,32,0
88,15,0
82,95,0
54,48,0
43,79,0
44,70,0
92,78,0
98,40,0
95,40,0
82,32,0
65,66,0
35,63,0
76,42,0
52,31,0
44,12,0
33,56,0
53,93,0
72,42,0
37,41,0
55,87,0
16,76,0
28,21,0
49,71,0
35,71,0
79,82,0
74,20,0
68,56,0
10,62,0
47,11,0
59,81,0
65,23,0
54,60,0
65,95,0
76,88,0
99,86,0
58,71,0
67,98,0
22,78,0
83,29,0
57,30,0
92,44,0
64,20,0
18,35,0
37,76,0
10,79,0
94,84,0
82,59,0
44,36,0
74,83,0
40,31,0
69,54,0
66,75,0
33,49,0
54,40,0
84,18,0
71,99,0
28,70,0
85,17,0
23,29,0
82,14,0
77,23,0
51,25,0
32,24,0
26,13,0
94,34,0
18,76,0
57,64,0
54,58,0
35,43,0
41,91,0
92,99,0
46,89,0
89,25,0
95,25,0
84,90,0
14,62,0
80,47,0
90,94,0
46,45,0
49,85,0
42,63,0
22,20,0
27,52,0
29,73,0
19,67,0
49,12,0
81,43,0
84,94,0
29,26,0
95,89,0
79,17,0
66,64,0
22,60,0
15,40,0
15,35,0
21,28,0
11,82,0
69,90,0
77,81,0
99,90,0
79,85,0
38,37,0
87,28,0
55,62,0
34,18,0
55,63,0
56,59,0
51,65,0
29,21,0
26,81,0
87,36,0
85,99,0
76,44,0
64,61,0
50,69,0
50,86,0
18,87,0
53,47,0
19,44,0
34,64,0
27,56,0
12,21,0
34,12,0
10,41,0
54,65,0
51,45,0
70,64,0
91,85,0
41,53,0
81,94,0
49,46,0
93,72,0
90,30,0
72,31,0
39,53,0
42,55,0
30,46,0
49,89,0
73,53,0
57,26,0
75,90,0
39,64,0
44,50,0
49,62,0
84,65,0
13,40,0
89,73,0
18,53,0
73,70,0
32,13,0
54,36,0
50,33,0
17,15,0
34,93,0
53,45,0
80,54,0
36,34,0
49,91,0
30,75,0
84,40,0
64,57,0
60,19,0
68,21,0
22,60,0
66,97,0
48,74,0
39,87,0
74,98,0
63,26,0
22,70,0
54,86,0
74,77,0
66,87,0
62,52,0
66,27,0
39,87,0
78,80,0
86,64,0
62,66,0
20,92,0
79,53,0
96,84,0
16,28,0
83,73,0
33,41,0
41,66,0
92,25,0
63,94,0
74,84,0
29,50,0
99,20,0
71,97,0
31,61,0
76,25,0
95,99,0
14,42,0
35,34,0
93,87,0
93,29,0
20,21,0
43,42,0
36,22,0
54,17,0
65,28,0
40,45,0
88,33,0
34,87,0
84,54,0
27,93,0
52,82,0
54,18,0
22,46,0
72,91,0
76,59,0
54,46,0
22,66,0
43,16,0
44,98,0
63,71,0
95,41,0
57,44,0
95,14,0
