50,40,59,45,0
75,37,85,93,0
78,38,51,11,0
45,98,80,31,0
35,31,99,33,0
94,46,37,68,0
19,28,89,20,0
82,82,40,97,0
54,71,75,95,0
15,82,28,16,0
24,52,41,50,0
25,68,33,23,0
32,78,49,47,0
35,83,14,39,0
10,49,96,43,0
23,59,76,47,0
76,45,10,64,0
67,24,35,84,0
67,18,47,41,0
97,93,59,68,0
33,62,49,50,0
28,47,20,33,0
32,65,63,11,0
17,24,96,72,0
37,39,70,81,0
11,41,75,45,0
14,87,31,58,0
30,77,69,71,0
85,80,43,61,0
53,32,66,14,0
26,60,33,67,0
75,51,55,96,0
47,26,76,17,0
52,51,26,42,0
28,67,25,64,0
66,93,21,12,0
26,81,92,61,0
26,67,62,20,0
65,11,20,32,0
29,11,18,23,0
35,35,18,93,0
20,72,10,54,0
11,75,32,63,0
82,73,42,49,0
73,54,59,53,0
31,32,85,52,0
60,21,56,10,0
53,23,66,28,0
48,15,86,10,0
71,34,78,72,0
17,73,79,64,0
95,71,18,59,0
12,31,16,11,0
65,44,53,21,0
12,42,89,89,0
68,20,82,88,0
79,27,62,91,0
10,52,27,52,0
80,28,87,80,0
20,67,96,94,0
67,18,92,13,0
51,12,41,83,0
65,51,57,16,0
57,53,73,63,0
66,25,15,42,0
19,55,37,25,0
52,11,37,46,0
83,26,75,13,0
48,63,33,18,0
67,93,66,87,0
80,20,81,16,0
55,63,27,15,0
47,84,41,49,0
74,13,51,23,0
21,62,62,56,0
18,22,71,17,0
68,96,60,92,0
47,45,48,95,0
30,16,90,75,0
53,50,66,95,0
67,70,42,71,0
44,15,33,46,0
77,76,11,62,0
11,55,78,55,0
11,86,88,12,0
41,29,84,40,0
90,49,29,15,0
64,60,58,56,0
33,26,75,62,0
64,20,94,21,0
82,45,59,28,0
77,70,81,62,0
51,39,94,11,0
93,38,51,68,0
66,64,49,86,0
59,62,66,43,0
24,54,20,47,0
43,73,55,99,0
16,54,38,10,0
84,77,49,74,0
52,31,92,71,0
53,16,96,16,0
67,83,49,38,0
76,55,13,15,0
47,90,76,37,0
96,74,67,58,0
61,63,81,39,0
18,75,26,43,0
52,50,63,49,0
45,82,19,26,0
51,21,52,17,0
74,54,25,90,0
60,84,62,11,0
97,18,69,48,0
24,14,60,54,0
58,51,36,39,0
13,75,70,84,0
95,64,72,69,0
68,57,94,57,0
59,65,38,88,0
31,88,77,16,0
67,56,46,36,0
65,90,64,26,0
29,67,49,90,0
45,87,77,12,0
86,40,55,96,0
14,18,48,55,0
42,93,38,90,0
47,66,68,77,0
65,90,16,23,0
22,44,74,94,0
87,49,67,46,0
42,79,72,50,0
95,96,47,81,0
84,54,84,74,0
53,56,80,37,0
21,37,79,67,0
61,11,82,56,0
49,33,59,55,0
57,88,19,56,0
28,50,48,81,0
40,40,65,71,0
34,15,24,18,0
54,29,75,59,0
77,88,80,66,0
12,11,79,72,0
23,11,77,75,0
17,73,34,98,0
25,15,42,41,0
21,76,40,28,0
22,68,62,93,0
27,66,83,47,0
74,35,92,35,0
79,72,65,52,0
63,63,79,51,0
96,57,58,93,0
27,50,11,87,0
84,52,84,97,0
75,73,45,42,0
72,79,80,33,0
95,32,67,58,0
15,26,26,80,0
43,69,68,65,0
14,35,30,27,0
59,41,77,33,0
57,46,86,86,0
99,22,54,94,0
88,47,86,21,0
78,73,22,91,0
85,56,85,12,0
19,12,92,94,0
48,64,28,44,0
79,39,76,19,0
13,47,17,19,0
61,86,53,37,0
99,58,60,97,0
43,21,81,59,0
80,65,57,96,0
96,59,80,33,0
44,46,10,89,0
71,61,40,27,0
85,17,89,19,0
96,96,63,31,0
27,54,17,43,0
37,73,78,29,0
87,86,37,99,0
81,35,48,13,0
40,95,57,93,0
63,70,17,67,0
17,11,15,53,0
24,55,12,15,0
18,71,80,67,0
33,11,33,45,0
78,25,69,35,0
75,83,24,77,0
73,98,53,55,0
79,76,41,91,0
39,92,50,33,0
62,77,65,30,0
21,75,90,17,0
59,92,62,69,0
74,94,86,87,0
18,36,78,73,0
75,57,11,10,0
98,20,70,95,0
17,54,65,49,0
86,14,47,27,0
21,65,69,43,0
27,47,25,98,0
25,61,72,87,0
94,65,71,98,0
44,55,35,19,0
80,89,68,42,0
14,22,67,95,0
10,72,16,14,0
62,12,84,81,0
13,68,19,71,0
84,98,29,51,0
52,29,92,96,0
78,22,39,30,0
62,27,37,76,0
59,22,26,84,0
86,72,61,19,0
17,29,35,59,0
53,39,72,25,0
59,50,73,65,0
96,62,25,74,0
38,10,56,82,0
92,94,94,11,0
36,96,58,48,0
81,77,79,84,0
25,65,64,93,0
66,68,97,36,0
62,99,98,46,0
90,89,34,48,0
71,64,24,48,0
32,20,90,77,0
60,74,11,35,0
89,82,64,65,0
32,15,45,68,0
44,42,84,70,0
48,45,38,10,0
75,93,31,37,0
28,95,68,16,0
78,83,59,29,0
61,34,35,60,0
99,82,14,41,0
38,55,48,64,0
89,65,53,83,0
60,66,25,71,0
39,26,69,78,0
83,36,30,32,0
15,54,37,68,0
85,92,84,80,0
61,54,40,80,0
22,72,62,61,0
89,35,83,43,0
91,50,78,51,0
67,70,66,92,0
71,38,89,79,0
95,25,17,38,0
73,84,30,57,0
57,20,14,23,0
53,43,51,77,0
53,48,87,42,0
26,21,74,76,0
59,33,76,32,0
19,79,46,57,0
46,85,97,31,0
35,36,14,81,0
30,14,78,25,0
20,99,76,58,0
22,44,52,17,0
70,24,20,68,0
28,96,49,74,0
52,70,54,26,0
92,71,84,68,0
36,38,81,98,0
55,25,86,34,0
45,54,93,12,0
69,71,47,53,0
28,93,30,86,0
43,39,60,66,0
62,88,23,11,0
62,26,41,70,0
46,49,54,87,0
97,78,20,56,0
57,86,79,36,0
22,30,98,72,0
12,94,55,13,0
82,28,24,40,0
53,16,69,49,0
76,64,82,25,0
17,70,39,18,0
56,93,56,20,0
91,60,68,81,0
29,74,64,67,0
87,38,30,60,0
36,73,16,64,0
73,86,67,13,0
12,47,15,84,0
24,59,32,53,0
43,18,46,84,0
22,69,38,26,0
50,48,11,80,0
60,40,19,71,0
92,37,77,30,0
62,50,12,86,0
19,14,90,43,0
34,66,10,67,0
65,46,91,45,0
23,68,19,33,0
99,14,31,30,0
12,24,86,25,0
52,26,13,93,0
39,65,82,99,0
64,61,43,23,0
60,84,33,94,0
28,60,48,78,0
41,65,96,99,0
98,19,33,48,0
12,10,95,73,0
62,24,23,90,0
24,53,69,71,0
70,61,14,60,0
18,47,11,18,0
18,39,89,34,0
20,32,73,13,0
28,37,53,68,0
86,49,94,25,0
99,20,33,33,0
29,62,96,98,0
26,97,87,29,0
36,17,21,66,0
13,88,62,45,0
14,85,63,48,0
19,20,87,48,0
27,80,13,65,0
55,87,12,57,0
58,64,77,81,0
71,63,12,72,0
12,35,67,19,0
72,18,80,32,0
86,44,53,34,0
23,54,38,22,0
94,94,51,74,0
79,52,31,96,0
92,38,71,30,0
33,24,35,32,0
23,98,79,70,0
38,30,17,41,0
81,81,32,94,0
77,64,68,32,0
23,88,62,89,0
49,37,39,45,0
49,13,29,53,0
57,85,10,10,0
13,31,40,71,0
93,32,19,23,0
78,85,95,45,0
17,59,31,92,0
52,40,33,37,0
45,69,15,97,0
94,48,94,64,0
40,62,51,52,0
49,42,85,26,0
86,27,30,26,0
81,40,98,40,0
77,89,51,98,0
56,21,20,47,0
93,80,71,91,0
39,51,91,33,0
85,38,11,85,0
95,96,48,27,0
40,40,40,29,0
28,81,89,28,0
89,27,26,28,0
57,61,84,67,0
46,49,12,10,0
64,22,98,72,0
50,58,74,46,0
20,24,35,54,0
23,52,16,26,0
55,23,77,89,0
32,14,50,84,0
52,68,80,47,0
23,70,88,19,0
89,78,31,48,0
16,52,30,39,0
83,60,80,59,0
42,73,59,48,0
42,86,10,72,0
80,48,10,50,0
38,92,80,17,0
84,15,10,32,0
41,82,29,14,0
27,80,51,90,0
59,35,40,71,0
16,34,96,95,0
85,78,40,29,0
24,64,28,31,0
87,72,30,21,0
94,84,11,81,0
98,14,81,51,0
70,98,43,81,0
59,21,99,58,0
55,16,18,61,0
73,58,27,24,0
26,20,10,72,0
95,92,66,86,0
44,52,67,23,0
91,52,31,48,0
29,65,72,55,0
62,98,20,59,0
20,44,50,78,0
54,11,61,66,0
42,35,23,37,0
39,31,58,50,0
18,98,85,33,0
62,34,89,29,0
88,94,74,57,0
30,40,77,50,0
22,64,81,12,0
66,42,85,30,0
90,56,25,82,0
80,49,10,57,0
94,27,40,72,0
50,61,88,10,0
12,21,22,50,0
95,56,67,14,0
55,46,95,57,0
49,47,60,36,0
21,61,32,68,0
39,79,91,62,0
49,46,41,95,0
89,32,45,84,0
25,10,49,86,0
55,67,98,28,0
78,47,98,84,0
27,72,13,22,0
59,98,13,86,0
53,12,21,66,0
48,84,77,37,0
60,56,57,63,0
80,44,15,67,0
52,52,57,84,0
24,28,80,92,0
97,13,24,31,0
83,39,18,34,0
45,45,21,69,0
81,98,86,60,0
40,50,49,88,0
48,71,32,48,0
78,65,50,19,0
61,59,18,87,0
56,36,64,15,0
87,93,81,73,0
60,30,56,30,0
94,71,59,87,0
21,24,41,51,0
52,24,75,98,0
81,84,62,58,0
55,26,30,51,0
79,13,76,69,0
93,20,71,84,0
18,64,74,36,0
11,94,35,15,0
55,14,59,28,0
64,76,79,90,0
34,30,20,39,0
38,21,99,26,0
53,94,38,52,0
51,20,91,44,0
24,15,59,36,0
54,10,65,20,0
48,87,52,70,0
86,62,22,55,0
29,91,10,57,0
84,53,35,54,0
32,88,73,53,0
78,50,77,21,0
77,30,11,36,0
83,86,94,32,0
99,13,96,37,0
24,79,44,32,0
99,83,28,29,0
33,35,84,66,0
85,38,48,56,0
24,54,68,38,0
77,68,49,39,0
81,88,21,15,0
50,60,92,97,0
41,26,35,65,0
75,72,12,86,0
98,27,87,46,0
12,51,37,93,0
37,99,80,49,0
21,46,83,42,0
69,32,51,71,0
26,21,37,73,0
67,40,33,88,0
86,92,26,58,0
16,17,40,20,0
34,64,29,23,0
99,73,35,28,0
17,82,18,35,0
26,95,59,71,0
14,75,44,81,0
97,27,18,17,0
79,65,14,74,0
71,66,63,37,0
14,61,63,29,0
92,96,96,29,0
34,98,91,38,0
29,11,26,38,0
64,62,78,34,0
60,30,54,99,0
26,63,20,56,0
29,54,48,30,0
31,78,21,60,0
50,92,62,12,0
63,12,77,96,0
29,22,61,61,0
42,91,33,42,0
59,89,45,29,0
68,23,66,27,0
43,33,27,95,0
92,31,79,64,0
61,35,12,93,0
60,44,84,89,0
58,27,67,71,0
36,14,96,17,0
51,89,21,45,0
81,51,40,94,0
21,54,28,59,0
59,91,69,61,0
14,77,91,92,0
61,15,63,20,0
81,69,77,41,0
46,51,76,48,0
89,67,28,22,0
62,90,54,86,0
92,15,18,70,0
47,40,33,74,0
66,43,18,12,0
57,23,93,64,0
11,21,38,41,0
50,50,30,43,0
11,11,53,36,0
27,65,85,85,0
89,11,61,38,0
62,46,35,58,0
18,21,37,15,0
50,86,32,45,0
81,53,83,63,0
32,64,99,81,0
10,95,99,43,0
94,85,65,23,0
18,85,92,37,0
41,28,17,72,0
33,73,28,97,0
49,58,69,85,0
84,61,53,43,0
52,71,26,55,0
56,71,41,58,0
16,67,92,96,0
26,55,90,80,0
85,41,15,78,0
21,98,60,58,0
69,40,77,99,0
36,14,23,14,0
47,16,26,71,0
41,26,54,39,0
38,26,99,86,0
13,23,21,86,0
80,42,85,53,0
40,30,79,81,0
35,58,99,85,0
66,70,77,72,0
75,78,55,18,0
34,42,27,96,0
66,23,20,98,0
15,13,29,32,0
51,92,97,67,0
78,35,70,84,0
43,81,27,41,0
46,16,10,84,0
69,85,69,32,0
85,15,13,36,0
24,76,75,70,0
19,24,44,46,0
23,14,44,84,0
90,11,27,42,0
63,59,73,99,0
68,73,45,85,0
56,38,28,27,0
60,24,81,70,0
98,26,73,80,0
80,89,34,45,0
59,98,79,25,0
60,53,49,75,0
85,49,61,53,0
66,83,49,65,0
95,71,81,18,0
56,81,84,73,0
25,59,95,23,0
74,30,81,46,0
85,38,78,21,0
20,52,62,94,0
36,94,17,75,0
14,39,69,19,0
14,69,47,41,0
15,17,58,56,0
33,32,70,23,0
64,22,94,95,0
74,57,47,25,0
99,81,85,74,0
60,90,83,46,0
51,73,26,38,0
57,67,92,38,0
51,96,10,26,0
44,76,27,16,0
66,24,67,60,0
39,72,69,22,0
44,58,98,13,0
97,82,64,91,0
66,86,72,27,0
29,65,35,90,0
75,52,57,21,0
10,96,86,53,0
67,52,11,62,0
42,99,51,10,0
86,16,13,74,0
35,18,54,20,0
79,75,72,19,0
99,14,63,61,0
43,68,60,42,0
87,69,79,13,0
69,81,79,22,0
34,76,45,96,0
41,77,35,96,0
37,58,20,18,0
83,92,96,71,0
91,66,73,10,0
13,27,73,83,0
47,78,22,44,0
53,69,45,58,0
91,93,55,12,0
88,23,87,25,0
46,36,74,37,0
22,38,82,73,0
11,71,29,25,0
95,74,34,98,0
71,92,61,89,0
47,85,44,32,0
62,75,84,77,0
81,76,54,89,0
96,29,11,51,0
97,92,23,20,0
55,55,12,39,0
26,57,27,30,0
15,77,41,88,0
64,40,72,30,0
91,46,27,57,0
75,66,65,69,0
64,19,91,83,0
56,59,90,90,0
45,40,54,53,0
81,53,78,40,0
69,88,90,90,0
23,31,51,15,0
42,12,87,12,0
87,50,77,26,0
91,18,62,58,0
96,16,52,55,0
92,10,16,22,0
67,37,80,44,0
87,60,73,16,0
56,94,84,63,0
85,52,73,21,0
38,93,15,74,0
15,79,82,67,0
15,92,19,16,0
75,95,91,78,0
28,49,25,87,0
38,90,65,44,0
53,84,20,74,0
95,38,90,37,0
34,80,16,89,0
16,18,79,91,0
47,42,26,68,0
62,59,61,80,0
62,90,30,63,0
93,88,40,83,0
55,94,17,73,0
59,51,27,80,0
10,62,34,57,0
75,16,34,60,0
92,21,80,43,0
75,24,50,87,0
86,65,24,96,0
50,83,82,97,0
29,71,82,75,0
81,81,28,35,0
86,53,27,99,0
68,55,94,67,0
80,57,56,28,0
66,13,76,69,0
16,58,79,80,0
50,16,54,96,0
74,65,78,33,0
68,34,12,30,0
85,13,55,75,0
25,48,13,83,0
82,67,94,36,0
35,42,67,21,0
41,19,69,13,0
26,82,97,67,0
95,71,21,69,0
55,54,48,24,0
30,68,21,16,0
14,46,84,11,0
63,52,17,77,0
21,75,31,45,0
43,68,94,98,0
36,71,16,11,0
85,79,36,79,0
26,56,50,64,0
46,92,71,19,0
50,20,56,78,0
94,38,66,90,0
32,27,97,82,0
67,37,24,22,0
16,11,70,68,0
91,33,56,34,0
75,86,80,62,0
57,44,60,13,0
12,47,88,91,0
45,95,12,91,0
53,82,21,22,0
69,23,89,84,0
89,59,68,78,0
97,49,35,30,0
84,71,68,42,0
51,65,87,52,0
95,94,31,78,0
51,13,47,90,0
96,76,66,96,0
51,61,67,75,0
80,50,68,16,0
28,31,28,21,0
74,69,28,35,0
28,36,55,70,0
56,86,58,10,0
49,91,93,62,0
47,39,57,42,0
13,19,71,42,0
38,52,19,69,0
64,27,10,91,0
73,58,34,91,0
24,71,76,33,0
79,20,57,77,0
80,51,71,35,0
60,96,43,64,0
20,93,91,85,0
67,91,35,28,0
38,42,14,59,0
80,11,42,99,0
69,40,22,26,0
22,58,67,46,0
30,82,88,68,0
23,86,29,96,0
26,62,82,99,0
56,22,44,86,0
58,16,14,34,0
68,78,12,62,0
44,14,92,61,0
81,25,80,39,0
20,33,32,51,0
81,76,37,37,0
80,94,64,80,0
95,49,94,52,0
92,30,65,47,0
34,83,49,53,0
99,80,34,74,0
60,92,62,98,0
56,17,69,89,0
92,39,59,68,0
54,48,64,46,0
41,93,58,56,0
44,41,55,70,0
34,66,17,73,0
98,51,82,99,0
60,12,55,22,0
37,22,22,87,0
41,51,62,57,0
10,86,30,22,0
93,97,33,74,0
72,80,66,27,0
40,17,30,26,0
81,42,94,54,0
59,51,96,41,0
49,32,54,23,0
19,15,84,48,0
86,91,87,86,0
43,49,13,41,0
49,34,47,35,0
72,51,65,89,0
19,77,18,35,0
96,65,78,19,0
10,32,23,27,0
26,34,56,94,0
62,43,19,47,0
44,81,52,86,0
76,77,35,78,0
97,87,26,10,0
24,22,32,98,0
93,25,59,97,0
71,41,67,48,0
16,39,57,37,0
50,51,15,17,0
36,81,34,13,0
60,71,77,21,0
15,66,27,18,0
12,26,70,40,0
53,14,99,59,0
92,60,54,16,0
14,32,64,60,0
92,42,56,38,0
54,29,79,86,0
21,90,77,50,0
21,26,38,64,0
25,97,96,26,0
21,58,39,23,0
16,76,43,66,0
25,72,23,12,0
88,26,86,40,0
12,33,24,42,0
23,30,74,43,0
67,14,71,48,0
77,25,90,74,0
61,33,15,83,0
60,97,72,61,0
61,41,81,62,0
26,76,35,98,0
56,16,17,88,0
11,40,84,44,0
45,28,44,25,0
26,48,28,17,0
55,94,41,74,0
81,23,10,30,0
16,28,30,18,0
76,72,45,27,0
98,79,92,45,0
75,62,41,14,0
52,21,22,12,0
82,23,41,99,0
85,26,60,75,0
80,24,12,63,0
80,46,89,33,0
57,83,67,28,0
40,46,63,52,0
23,17,89,18,0
93,59,46,44,0
40,47,49,18,0
56,68,82,23,0
65,88,84,51,0
95,56,27,45,0
60,73,99,31,0
21,65,96,78,0
96,78,92,57,0
73,69,25,15,0
30,61,47,86,0
75,10,72,21,0
54,38,90,40,0
81,68,61,73,0
14,69,91,74,0
10,33,30,19,0
24,92,28,71,0
25,70,58,16,0
18,36,15,74,0
27,52,15,65,0
55,57,99,88,0
46,32,11,20,0
51,33,96,86,0
11,36,64,62,0
44,78,26,79,0
58,73,77,52,0
26,10,90,85,0
51,82,34,32,0
76,39,86,86,0
19,38,78,86,0
14,56,36,79,0
88,85,67,46,0
82,54,86,90,0
59,50,64,12,0
64,37,14,69,0
89,62,45,87,0
12,83,21,12,0
57,32,27,78,0
18,12,25,88,0
15,31,24,97,0
10,58,78,27,0
89,65,28,11,0
24,14,43,81,0
52,75,39,63,0
20,29,33,95,0
16,70,23,55,0
71,73,64,48,0
99,25,50,85,0
74,98,69,31,0
89,43,54,77,0
33,20,71,85,0
13,66,74,23,0
20,74,57,84,0
90,64,94,25,0
28,83,19,90,0
79,25,36,66,0
50,67,25,12,0
35,58,10,33,0
84,42,66,61,0
48,14,98,30,0
57,75,34,72,0
40,88,99,65,0
88,33,32,47,0
36,47,99,56,0
94,81,48,70,0
34,49,12,18,0
43,89,54,39,0
56,69,13,79,0
26,19,45,60,0
73,53,65,74,0
10,39,73,45,0
34,40,56,18,0
86,75,89,20,0
71,50,60,38,0
86,54,41,32,0
13,17,72,24,0
82,90,16,84,0
14,22,21,12,0
88,78,58,71,0
56,91,87,61,0
76,41,45,61,0
46,78,33,83,0
28,94,34,26,0
43,19,72,22,0
14,71,43,98,0
30,86,70,12,0
30,16,28,87,0
71,72,95,16,0
68,11,81,36,0
60,10,53,78,0
18,69,40,57,0
39,97,81,44,0
95,39,21,17,0
41,21,56,57,0
77,53,93,37,0
35,67,40,40,0
88,99,73,28,0
46,66,66,74,0
29,84,82,26,0
42,91,67,72,0
36,96,18,21,0
80,61,53,34,0
83,41,44,57,0
83,24,97,39,0
40,15,95,22,0
71,79,75,93,0
12,60,65,35,0
69,18,41,12,0
40,64,72,51,0
48,86,20,82,0
45,83,14,55,0
28,24,57,33,0
92,45,61,93,0
91,54,27,94,0
12,17,82,71,0
64,39,37,94,0
48,83,58,66,0
17,66,74,11,0
50,53,71,69,0
29,52,31,61,0
24,28,17,28,0
50,38,70,92,0
74,15,79,51,0
33,67,38,15,0
17,77,50,39,0
86,98,84,75,0
15,83,52,60,0
79,68,11,60,0
90,64,78,56,0
16,58,55,76,0
64,11,93,43,0
84,24,69,20,0
79,70,39,38,0
35,38,50,81,0
71,21,51,22,0
25,10,80,31,0
92,59,28,73,0
86,81,94,28,0
91,72,94,16,0
94,19,69,59,0
52,69,47,34,0
97,43,47,38,0
28,38,30,33,0
92,24,24,92,0
92,58,18,32,0
14,31,16,82,0
28,85,74,70,0
22,58,91,35,0
28,44,67,29,0
61,96,50,48,0
88,71,49,30,0
46,25,26,21,0
22,82,59,89,0
39,30,94,20,0
13,94,36,79,0
87,43,10,40,0
45,94,15,78,0
54,79,67,92,0
26,77,84,56,0
10,95,77,19,0
75,71,86,82,0
84,51,88,19,0
88,33,30,93,0
61,85,23,25,0
18,82,71,33,0
89,74,23,53,0
53,62,82,55,0
62,19,75,27,0
39,86,56,18,0
24,43,48,14,0
83,27,59,82,0
21,77,55,82,0
96,45,59,14,0
32,46,78,14,0
18,41,97,21,0
15,51,92,87,0
78,19,10,61,0
26,32,23,12,0
97,67,90,67,0
70,19,40,72,0
35,91,21,10,0
11,30,76,73,0
39,31,94,25,0
57,36,93,98,0
27,62,17,75,0
66,46,85,23,0
45,33,99,52,0
34,54,18,94,0
61,41,38,44,0
38,22,77,67,0
44,53,59,51,0
44,52,73,73,0
21,22,88,64,0
61,12,30,86,0
75,84,92,38,0
83,93,49,62,0
56,14,26,44,0
15,18,96,74,0
53,18,96,28,0
27,51,24,38,0
88,83,92,95,0
23,83,51,61,0
45,41,13,13,0
29,48,36,83,0
72,30,75,50,0
45,30,44,45,0
96,14,30,38,0
73,87,58,10,0
58,40,29,80,0
20,31,93,74,0
70,60,63,49,0
74,59,78,45,0
81,26,23,32,0
66,31,46,70,0
87,21,75,19,0
45,41,42,39,0
37,36,57,31,0
48,49,49,69,0
12,56,19,23,0
37,47,99,80,0
53,65,59,93,0
24,88,20,61,0
12,46,69,46,0
81,69,30,61,0
96,91,65,12,0
32,28,16,31,0
87,35,65,47,0
71,34,52,90,0
98,75,26,62,0
14,63,98,64,0
85,75,92,98,0
74,90,77,15,0
31,29,48,25,0
82,23,81,62,0
90,58,96,72,0
94,85,30,19,0
47,17,84,18,0
95,94,78,88,0
99,20,63,23,0
19,80,63,95,0
65,44,77,23,0
36,36,92,38,0
42,52,12,82,0
60,11,58,29,0
43,42,60,13,0
19,88,32,21,0
66,95,98,94,0
83,70,62,13,0
58,65,36,47,0
59,60,39,36,0
76,70,27,56,0
99,16,69,18,0
43,31,10,94,0
82,80,94,73,0
72,68,72,14,0
89,55,14,37,0
14,84,50,92,0
74,30,19,11,0
23,24,91,48,0
64,58,35,97,0
58,64,96,91,0
23,67,78,61,0
37,24,48,90,0
59,74,54,34,0
32,28,78,45,0
15,61,22,94,0
89,80,45,11,0
68,70,16,14,0
27,58,39,16,0
81,13,46,40,0
22,90,37,26,0
79,95,73,55,0
69,99,75,61,0
46,55,84,77,0
56,97,16,17,0
23,13,17,35,0
71,35,71,91,0
28,11,61,78,0
11,30,92,82,0
44,67,82,79,0
12,16,76,24,0
14,11,28,57,0
52,79,74,49,0
48,80,91,94,0
18,42,20,29,0
11,33,48,86,0
57,44,73,30,0
28,34,41,33,0
47,50,92,50,0
20,47,90,10,0
21,14,28,48,0
41,92,52,90,0
77,82,42,76,0
23,79,70,51,0
92,37,82,21,0
56,66,61,15,0
68,84,33,77,0
30,19,85,47,0
80,36,99,76,0
92,70,78,36,0
33,76,57,81,0
74,39,63,11,0
40,50,19,67,0
36,40,82,98,0
90,14,38,56,0
15,27,37,49,0
63,66,24,88,0
92,30,21,43,0
55,35,21,75,0
74,71,28,64,0
17,22,55,41,0
62,33,11,84,0
35,73,51,62,0
30,49,33,60,0
63,54,26,69,0
94,80,27,55,0
19,40,38,48,0
10,52,74,49,0
85,93,46,62,0
62,77,96,94,0
73,39,52,42,0
33,18,48,79,0
89,45,57,69,0
46,93,63,71,0
83,62,26,97,0
26,64,58,26,0
43,25,11,17,0
99,82,30,73,0
58,31,75,25,0
38,61,14,36,0
45,53,78,32,0
48,17,83,20,0
23,96,24,43,0
56,66,52,83,0
23,79,40,10,0
72,96,92,15,0
97,29,75,16,0
42,70,99,34,0
29,17,98,20,0
77,49,43,48,0
96,73,44,11,0
85,53,48,47,0
28,41,87,24,0
98,55,34,44,0
55,70,52,71,0
60,46,83,39,0
34,24,60,16,0
68,44,97,72,0
94,75,52,44,0
22,81,79,68,0
13,84,15,20,0
